walk_id,source_place,park_name,park_area,destination_landmark,walking_distance_km,estimated_walk_time_minutes,walking_direction_steps,starting_landmark,ending_landmark,road_name,route_type,safe_for_tourists,street_lighting,best_time_to_walk,crowd_level,scenic_walk,nearby_places_on_route,google_maps_walk_link,description
WLK-2977,Asilmetta,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,7.8,97,"1. Start at Asilmetta Junction. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 5.8 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Asilmetta Junction,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Asilmetta to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 7.8 km, takes about 97 minutes on foot via Simhachalam Main Road."
WLK-2978,Auto Nagar,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,10.5,131,"1. Start at Auto Nagar Junction. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 8.5 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Auto Nagar Junction,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Auto Nagar to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 10.5 km, takes about 131 minutes on foot via Simhachalam Main Road."
WLK-2979,Beach Road,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,8.9,111,"1. Start at Beach Road Promenade. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 6.9 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Beach Road Promenade,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Beachside / Coastal Footpath,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Beach Road to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 8.9 km, takes about 111 minutes on foot via Simhachalam Main Road."
WLK-2980,Dwaraka Nagar,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,7.4,92,"1. Start at Dwaraka Nagar Bus Stop. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 5.4 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Dwaraka Nagar Bus Stop,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Dwaraka Nagar to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 7.4 km, takes about 92 minutes on foot via Simhachalam Main Road."
WLK-2981,Gajuwaka,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,10.4,130,"1. Start at Gajuwaka Junction. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 8.4 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Gajuwaka Junction,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Gajuwaka to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 10.4 km, takes about 130 minutes on foot via Simhachalam Main Road."
WLK-2982,Gopalapatnam,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,7.5,93,"1. Start at Gopalapatnam Bus Stop. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 5.5 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Gopalapatnam Bus Stop,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Gopalapatnam to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 7.5 km, takes about 93 minutes on foot via Simhachalam Main Road."
WLK-2983,Hanumanthuwaka,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,8.4,105,"1. Start at Hanumanthuwaka Bus Stop. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 6.4 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Hanumanthuwaka Bus Stop,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Hanumanthuwaka to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 8.4 km, takes about 105 minutes on foot via Simhachalam Main Road."
WLK-2984,Jagadamba,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,7.6,95,"1. Start at Jagadamba Junction. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 5.6 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Jagadamba Junction,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Jagadamba to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 7.6 km, takes about 95 minutes on foot via Simhachalam Main Road."
WLK-2985,Kailasagiri,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,9.3,116,"1. Start at Kailasagiri Ropeway Base Station. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 7.3 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Kailasagiri Ropeway Base Station,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Kailasagiri to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 9.3 km, takes about 116 minutes on foot via Simhachalam Main Road."
WLK-2986,Kommadi,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,10.3,128,"1. Start at Kommadi Junction. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 8.3 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Kommadi Junction,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Kommadi to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 10.3 km, takes about 128 minutes on foot via Simhachalam Main Road."
WLK-2987,Kurmannapalem,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,7.9,98,"1. Start at Kurmannapalem Junction. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 5.9 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Kurmannapalem Junction,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Kurmannapalem to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 7.9 km, takes about 98 minutes on foot via Simhachalam Main Road."
WLK-2988,Lawson's Bay,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,9.1,113,"1. Start at Lawson's Bay Colony Junction. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 7.1 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Lawson's Bay Colony Junction,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Beachside / Coastal Footpath,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Lawson's Bay to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 9.1 km, takes about 113 minutes on foot via Simhachalam Main Road."
WLK-2989,MVP Colony,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,4.9,61,"1. Start at MVP Colony Sector 7 Junction. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 2.9 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",MVP Colony Sector 7 Junction,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from MVP Colony to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 4.9 km, takes about 61 minutes on foot via Simhachalam Main Road."
WLK-2990,Maddilapalem,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,3.7,46,"1. Start at Maddilapalem Junction. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 1.7 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Maddilapalem Junction,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Maddilapalem to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 3.7 km, takes about 46 minutes on foot via Simhachalam Main Road."
WLK-2991,Madhurawada,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,12.0,150,"1. Start at Madhurawada Junction. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 10.0 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Madhurawada Junction,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Madhurawada to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 12.0 km, takes about 150 minutes on foot via Simhachalam Main Road."
WLK-2992,NAD Junction,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,7.2,90,"1. Start at NAD Junction. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 5.2 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",NAD Junction,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from NAD Junction to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 7.2 km, takes about 90 minutes on foot via Simhachalam Main Road."
WLK-2993,One Town,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,7.7,96,"1. Start at One Town Bus Stop. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 5.7 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",One Town Bus Stop,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from One Town to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 7.7 km, takes about 96 minutes on foot via Simhachalam Main Road."
WLK-2994,PM Palem,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,11.7,146,"1. Start at PM Palem Bus Stop. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 9.7 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",PM Palem Bus Stop,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from PM Palem to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 11.7 km, takes about 146 minutes on foot via Simhachalam Main Road."
WLK-2995,Pendurthi,Simhachalam Eco Park,Simhachalam,Simhachalam Eco Park Main Gate,8.4,105,"1. Start at Pendurthi Bus Stop. 2. Head to the main road and follow signs toward Simhachalam. 3. Walk along Simhachalam Main Road for the first 2 km passing key junctions. 4. Continue for another 6.4 km following Simhachalam direction boards. 5. On reaching Simhachalam, follow the approach path. 6. Simhachalam Eco Park entrance (Simhachalam Eco Park Main Gate) is at the end of the approach road.",Pendurthi Bus Stop,Simhachalam Eco Park Main Gate,Simhachalam Main Road,Hill Approach Walk,Yes,Partial,06:00-08:00 and 16:00-18:00,Low,Yes,"Simhachalam Temple, Pendurthi Road, Gopalapatnam",https://maps.google.com/?q=Simhachalam+Eco+Park+Visakhapatnam,"Walk from Pendurthi to Simhachalam Eco Park in Simhachalam, Visakhapatnam. Approx 8.4 km, takes about 105 minutes on foot via Simhachalam Main Road."
