"route_id,source_area,hospital_name,hospital_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,emergency_friendly,tourist_friendly,description"
"VZG00001,Gajuwaka,4S Multispeciality Hospital,Gajuwaka,Gajuwaka Bus Stop,28,City Bus,""Gajuwaka Junction, Gajuwaka Market, Hospital Zone"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28 from Gajuwaka to 4S Multispeciality Hospital in Gajuwaka. Passes through Gajuwaka, Major Junction, Gajuwaka. Approx 1.5 km, 9 mins."""
"VZG02709,NAD Junction,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,39S,Express,""NAD Junction, Dondaparthy, Jagadamba, Siripuram"",22.7,73 mins,Rs.30,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39S from NAD Junction to Medicover Hospitals Vizag in Siripuram. Passes through NAD Junction, Major Junction, Siripuram. Approx 22.7 km, 73 mins."""
"VZG02710,Seethammadhara,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28S,City Bus,""Seethammadhara, Dondaparthy, Jagadamba, Siripuram"",9.1,32 mins,Rs.15,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28S from Seethammadhara to Medicover Hospitals Vizag in Siripuram. Passes through Seethammadhara Junction, Siripuram. Approx 9.1 km, 32 mins."""
"VZG02711,Jagadamba,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28S,City Bus,""Jagadamba, Siripuram, Jagadamba, Siripuram"",7.0,26 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28S from Jagadamba to Medicover Hospitals Vizag in Siripuram. Passes through Jagadamba Centre, Siripuram Junction. Approx 7.0 km, 26 mins."""
"VZG02712,Asilmetta,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28S,City Bus,""Asilmetta, Jagadamba, Siripuram"",7.9,28 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28S from Asilmetta to Medicover Hospitals Vizag in Siripuram. Passes through Asilmetta, Major Junction, Siripuram. Approx 7.9 km, 28 mins."""
"VZG02713,Railway Station,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28S,Semi-Express,""Railway Station, RTC Complex, Jagadamba, Siripuram"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28S from Railway Station to Medicover Hospitals Vizag in Siripuram. Passes through Railway Station, Major Junction, Siripuram. Approx 11.0 km, 38 mins."""
"VZG02714,RTC Complex,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28S,City Bus,""RTC Complex, Jagadamba, Siripuram"",9.3,32 mins,Rs.15,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28S from RTC Complex to Medicover Hospitals Vizag in Siripuram. Passes through RTC Complex, Major Junction, Siripuram. Approx 9.3 km, 32 mins."""
"VZG02715,Airport,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,38AS,Express,""Airport, Bhimli Road, Jagadamba, Siripuram"",28.9,91 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 38AS from Airport to Medicover Hospitals Vizag in Siripuram. Passes through Airport, Major Junction, Siripuram. Approx 28.9 km, 91 mins."""
"VZG02716,Pendurthi,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,39PS,Express,""Pendurthi, Marripalem, Jagadamba, Siripuram"",42.3,131 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39PS from Pendurthi to Medicover Hospitals Vizag in Siripuram. Passes through Pendurthi, Major Junction, Siripuram. Approx 42.3 km, 131 mins."""
"VZG02717,Gopalapatnam,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,39GS,Express,""Gopalapatnam, NAD Junction, Jagadamba, Siripuram"",23.7,76 mins,Rs.30,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39GS from Gopalapatnam to Medicover Hospitals Vizag in Siripuram. Passes through Gopalapatnam, Major Junction, Siripuram. Approx 23.7 km, 76 mins."""
"VZG02718,Kurmannapalem,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,39KNS,Express,""Kurmannapalem, NAD Junction, Jagadamba, Siripuram"",28.6,90 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39KNS from Kurmannapalem to Medicover Hospitals Vizag in Siripuram. Passes through Kurmannapalem, Major Junction, Siripuram. Approx 28.6 km, 90 mins."""
"VZG02719,Auto Nagar,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,400S,Express,""Auto Nagar, Kancharapalem, Jagadamba, Siripuram"",31.5,99 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 400S from Auto Nagar to Medicover Hospitals Vizag in Siripuram. Passes through Auto Nagar, Major Junction, Siripuram. Approx 31.5 km, 99 mins."""
"VZG02720,Steel Plant,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,400S,Express,""Steel Plant, Gajuwaka, Jagadamba, Siripuram"",35.5,111 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 400S from Steel Plant to Medicover Hospitals Vizag in Siripuram. Passes through Steel Plant, Major Junction, Siripuram. Approx 35.5 km, 111 mins."""
"VZG02721,Scindia,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28SCS,Semi-Express,""Scindia, One Town, Jagadamba, Siripuram"",12.4,42 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28SCS from Scindia to Medicover Hospitals Vizag in Siripuram. Passes through Scindia, Major Junction, Siripuram. Approx 12.4 km, 42 mins."""
"VZG02722,One Town,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28OTS,Semi-Express,""One Town, RTC Complex, Jagadamba, Siripuram"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28OTS from One Town to Medicover Hospitals Vizag in Siripuram. Passes through One Town, Major Junction, Siripuram. Approx 14.1 km, 47 mins."""
"VZG02723,Poorna Market,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28PMS,Semi-Express,""Poorna Market, One Town, Jagadamba, Siripuram"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28PMS from Poorna Market to Medicover Hospitals Vizag in Siripuram. Passes through Poorna Market, Major Junction, Siripuram. Approx 14.1 km, 47 mins."""
"VZG02724,RK Beach,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28RKS,City Bus,""RK Beach, Siripuram, Jagadamba, Siripuram"",6.2,23 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28RKS from RK Beach to Medicover Hospitals Vizag in Siripuram. Passes through RK Beach, Major Junction, Siripuram. Approx 6.2 km, 23 mins."""
"VZG02725,Rushikonda,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,99RS,Express,""Rushikonda, Kommadi, Jagadamba, Siripuram"",37.7,118 mins,Rs.40,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 99RS from Rushikonda to Medicover Hospitals Vizag in Siripuram. Passes through Rushikonda, Major Junction, Siripuram. Approx 37.7 km, 118 mins."""
"VZG02726,Lawson's Bay,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28LBS,Semi-Express,""Lawson's Bay, Siripuram, Jagadamba, Siripuram"",16.8,55 mins,Rs.25,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 28LBS from Lawson's Bay to Medicover Hospitals Vizag in Siripuram. Passes through Lawson's Bay, Major Junction, Siripuram. Approx 16.8 km, 55 mins."""
"VZG02727,Hanumanthuwaka,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28HS,Semi-Express,""Hanumanthuwaka, Madhavadhara, Jagadamba, Siripuram"",15.4,51 mins,Rs.25,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28HS from Hanumanthuwaka to Medicover Hospitals Vizag in Siripuram. Passes through Hanumanthuwaka, Major Junction, Siripuram. Approx 15.4 km, 51 mins."""
"VZG02728,Arilova,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,99ARS,Express,""Arilova, NAD Junction, Jagadamba, Siripuram"",24.2,77 mins,Rs.30,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99ARS from Arilova to Medicover Hospitals Vizag in Siripuram. Passes through Health City, Arilova, Bheemunipatnam Road, Siripuram. Approx 24.2 km, 77 mins."""
"VZG02729,Beach Road,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28BRS,City Bus,""Beach Road, Siripuram, Jagadamba, Siripuram"",6.2,23 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28BRS from Beach Road to Medicover Hospitals Vizag in Siripuram. Passes through Beach Road, Major Junction, Siripuram. Approx 6.2 km, 23 mins."""
"VZG02730,Kailasagiri,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28KGS,Semi-Express,""Kailasagiri, RK Beach, Jagadamba, Siripuram"",12.8,43 mins,Rs.20,06:00,21:00,20,0.5,Yes,No,""APSRTC bus 28KGS from Kailasagiri to Medicover Hospitals Vizag in Siripuram. Passes through Kailasagiri, Major Junction, Siripuram. Approx 12.8 km, 43 mins."""
"VZG02731,Gajuwaka,Andhra Hospitals,Siripuram,Siripuram Junction,28,Express,""Gajuwaka, Dondaparthy, Seethammadhara, Siripuram"",39.7,124 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Gajuwaka to Andhra Hospitals in Siripuram. Passes through Gajuwaka Junction, Dondaparthy, Seethammadhara, Siripuram. Approx 39.7 km, 124 mins."""
"VZG02732,Kommadi,Andhra Hospitals,Siripuram,Siripuram Junction,99S,Express,""Kommadi, NAD Junction, Seethammadhara, Siripuram"",28.9,91 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 99S from Kommadi to Andhra Hospitals in Siripuram. Passes through Kommadi, Madhurawada, NAD Junction, Siripuram. Approx 28.9 km, 91 mins."""
"VZG02733,Madhurawada,Andhra Hospitals,Siripuram,Siripuram Junction,99S,Express,""Madhurawada, NAD Junction, Seethammadhara, Siripuram"",33.1,104 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 99S from Madhurawada to Andhra Hospitals in Siripuram. Passes through Madhurawada, NAD Junction, Seethammadhara, Siripuram. Approx 33.1 km, 104 mins."""
"VZG02734,PM Palem,Andhra Hospitals,Siripuram,Siripuram Junction,99S,Express,""PM Palem, Madhurawada, Jagadamba, Siripuram"",37.5,117 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 99S from PM Palem to Andhra Hospitals in Siripuram. Passes through PM Palem, Major Junction, Siripuram. Approx 37.5 km, 117 mins."""
"VZG02735,MVP Colony,Andhra Hospitals,Siripuram,Siripuram Junction,29,City Bus,""MVP Colony, Seethammadhara, Jagadamba, Siripuram"",2.2,11 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 29 from MVP Colony to Andhra Hospitals in Siripuram. Passes through MVP Colony, Siripuram Junction. Approx 2.2 km, 11 mins."""
"VZG02736,Siripuram,Andhra Hospitals,Siripuram,Siripuram Junction,28S,City Bus,""Siripuram Junction, Siripuram Market"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28S from Siripuram to Andhra Hospitals in Siripuram. Passes through Siripuram, Major Junction, Siripuram. Approx 1.5 km, 9 mins."""
"VZG02737,Dwaraka Nagar,Andhra Hospitals,Siripuram,Siripuram Junction,28S,City Bus,""Dwaraka Nagar, Jagadamba, Siripuram"",2.2,11 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28S from Dwaraka Nagar to Andhra Hospitals in Siripuram. Passes through Dwaraka Nagar, Major Junction, Siripuram. Approx 2.2 km, 11 mins."""
"VZG02738,Maddilapalem,Andhra Hospitals,Siripuram,Siripuram Junction,28S,City Bus,""Maddilapalem, Seethammadhara, Jagadamba, Siripuram"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 28S from Maddilapalem to Andhra Hospitals in Siripuram. Passes through Maddilapalem, Major Junction, Siripuram. Approx 4.9 km, 19 mins."""
"VZG02739,NAD Junction,Andhra Hospitals,Siripuram,Siripuram Junction,39S,Express,""NAD Junction, Dondaparthy, Jagadamba, Siripuram"",22.7,73 mins,Rs.30,05:30,22:00,30,0.8,No,No,""APSRTC bus 39S from NAD Junction to Andhra Hospitals in Siripuram. Passes through NAD Junction, Major Junction, Siripuram. Approx 22.7 km, 73 mins."""
"VZG02740,Seethammadhara,Andhra Hospitals,Siripuram,Siripuram Junction,28S,City Bus,""Seethammadhara, Dondaparthy, Jagadamba, Siripuram"",9.1,32 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 28S from Seethammadhara to Andhra Hospitals in Siripuram. Passes through Seethammadhara Junction, Siripuram. Approx 9.1 km, 32 mins."""
"VZG02741,Jagadamba,Andhra Hospitals,Siripuram,Siripuram Junction,28S,City Bus,""Jagadamba, Siripuram, Jagadamba, Siripuram"",7.0,26 mins,Rs.15,05:30,22:00,15,0.5,No,No,""APSRTC bus 28S from Jagadamba to Andhra Hospitals in Siripuram. Passes through Jagadamba Centre, Siripuram Junction. Approx 7.0 km, 26 mins."""
"VZG02742,Asilmetta,Andhra Hospitals,Siripuram,Siripuram Junction,28S,City Bus,""Asilmetta, Jagadamba, Siripuram"",7.9,28 mins,Rs.15,05:30,22:00,15,0.5,No,No,""APSRTC bus 28S from Asilmetta to Andhra Hospitals in Siripuram. Passes through Asilmetta, Major Junction, Siripuram. Approx 7.9 km, 28 mins."""
"VZG02743,Railway Station,Andhra Hospitals,Siripuram,Siripuram Junction,28S,Semi-Express,""Railway Station, RTC Complex, Jagadamba, Siripuram"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 28S from Railway Station to Andhra Hospitals in Siripuram. Passes through Railway Station, Major Junction, Siripuram. Approx 11.0 km, 38 mins."""
"VZG02744,RTC Complex,Andhra Hospitals,Siripuram,Siripuram Junction,28S,City Bus,""RTC Complex, Jagadamba, Siripuram"",9.3,32 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 28S from RTC Complex to Andhra Hospitals in Siripuram. Passes through RTC Complex, Major Junction, Siripuram. Approx 9.3 km, 32 mins."""
"VZG02745,Airport,Andhra Hospitals,Siripuram,Siripuram Junction,38AS,Express,""Airport, Bhimli Road, Jagadamba, Siripuram"",28.9,91 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 38AS from Airport to Andhra Hospitals in Siripuram. Passes through Airport, Major Junction, Siripuram. Approx 28.9 km, 91 mins."""
"VZG02746,Pendurthi,Andhra Hospitals,Siripuram,Siripuram Junction,39PS,Express,""Pendurthi, Marripalem, Jagadamba, Siripuram"",42.3,131 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 39PS from Pendurthi to Andhra Hospitals in Siripuram. Passes through Pendurthi, Major Junction, Siripuram. Approx 42.3 km, 131 mins."""
"VZG02747,Gopalapatnam,Andhra Hospitals,Siripuram,Siripuram Junction,39GS,Express,""Gopalapatnam, NAD Junction, Jagadamba, Siripuram"",23.7,76 mins,Rs.30,05:30,22:00,30,0.8,No,No,""APSRTC bus 39GS from Gopalapatnam to Andhra Hospitals in Siripuram. Passes through Gopalapatnam, Major Junction, Siripuram. Approx 23.7 km, 76 mins."""
"VZG02748,Kurmannapalem,Andhra Hospitals,Siripuram,Siripuram Junction,39KNS,Express,""Kurmannapalem, NAD Junction, Jagadamba, Siripuram"",28.6,90 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 39KNS from Kurmannapalem to Andhra Hospitals in Siripuram. Passes through Kurmannapalem, Major Junction, Siripuram. Approx 28.6 km, 90 mins."""
"VZG02749,Auto Nagar,Andhra Hospitals,Siripuram,Siripuram Junction,400S,Express,""Auto Nagar, Kancharapalem, Jagadamba, Siripuram"",31.5,99 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 400S from Auto Nagar to Andhra Hospitals in Siripuram. Passes through Auto Nagar, Major Junction, Siripuram. Approx 31.5 km, 99 mins."""
"VZG02750,Steel Plant,Andhra Hospitals,Siripuram,Siripuram Junction,400S,Express,""Steel Plant, Gajuwaka, Jagadamba, Siripuram"",35.5,111 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 400S from Steel Plant to Andhra Hospitals in Siripuram. Passes through Steel Plant, Major Junction, Siripuram. Approx 35.5 km, 111 mins."""
"VZG02751,Scindia,Andhra Hospitals,Siripuram,Siripuram Junction,28SCS,Semi-Express,""Scindia, One Town, Jagadamba, Siripuram"",12.4,42 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 28SCS from Scindia to Andhra Hospitals in Siripuram. Passes through Scindia, Major Junction, Siripuram. Approx 12.4 km, 42 mins."""
"VZG02752,One Town,Andhra Hospitals,Siripuram,Siripuram Junction,28OTS,Semi-Express,""One Town, RTC Complex, Jagadamba, Siripuram"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 28OTS from One Town to Andhra Hospitals in Siripuram. Passes through One Town, Major Junction, Siripuram. Approx 14.1 km, 47 mins."""
"VZG02753,Poorna Market,Andhra Hospitals,Siripuram,Siripuram Junction,28PMS,Semi-Express,""Poorna Market, One Town, Jagadamba, Siripuram"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 28PMS from Poorna Market to Andhra Hospitals in Siripuram. Passes through Poorna Market, Major Junction, Siripuram. Approx 14.1 km, 47 mins."""
"VZG02754,RK Beach,Andhra Hospitals,Siripuram,Siripuram Junction,28RKS,City Bus,""RK Beach, Siripuram, Jagadamba, Siripuram"",6.2,23 mins,Rs.15,05:30,22:00,15,0.5,No,No,""APSRTC bus 28RKS from RK Beach to Andhra Hospitals in Siripuram. Passes through RK Beach, Major Junction, Siripuram. Approx 6.2 km, 23 mins."""
"VZG02755,Rushikonda,Andhra Hospitals,Siripuram,Siripuram Junction,99RS,Express,""Rushikonda, Kommadi, Jagadamba, Siripuram"",37.7,118 mins,Rs.40,06:00,21:00,30,0.8,No,No,""APSRTC bus 99RS from Rushikonda to Andhra Hospitals in Siripuram. Passes through Rushikonda, Major Junction, Siripuram. Approx 37.7 km, 118 mins."""
"VZG02756,Lawson's Bay,Andhra Hospitals,Siripuram,Siripuram Junction,28LBS,Semi-Express,""Lawson's Bay, Siripuram, Jagadamba, Siripuram"",16.8,55 mins,Rs.25,06:00,21:00,30,0.8,No,No,""APSRTC bus 28LBS from Lawson's Bay to Andhra Hospitals in Siripuram. Passes through Lawson's Bay, Major Junction, Siripuram. Approx 16.8 km, 55 mins."""
"VZG02757,Hanumanthuwaka,Andhra Hospitals,Siripuram,Siripuram Junction,28HS,Semi-Express,""Hanumanthuwaka, Madhavadhara, Jagadamba, Siripuram"",15.4,51 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 28HS from Hanumanthuwaka to Andhra Hospitals in Siripuram. Passes through Hanumanthuwaka, Major Junction, Siripuram. Approx 15.4 km, 51 mins."""
"VZG02758,Arilova,Andhra Hospitals,Siripuram,Siripuram Junction,99ARS,Express,""Arilova, NAD Junction, Jagadamba, Siripuram"",24.2,77 mins,Rs.30,05:30,22:00,30,0.8,No,No,""APSRTC bus 99ARS from Arilova to Andhra Hospitals in Siripuram. Passes through Health City, Arilova, Bheemunipatnam Road, Siripuram. Approx 24.2 km, 77 mins."""
"VZG02759,Beach Road,Andhra Hospitals,Siripuram,Siripuram Junction,28BRS,City Bus,""Beach Road, Siripuram, Jagadamba, Siripuram"",6.2,23 mins,Rs.15,05:30,22:00,15,0.5,No,No,""APSRTC bus 28BRS from Beach Road to Andhra Hospitals in Siripuram. Passes through Beach Road, Major Junction, Siripuram. Approx 6.2 km, 23 mins."""
"VZG02760,Kailasagiri,Andhra Hospitals,Siripuram,Siripuram Junction,28KGS,Semi-Express,""Kailasagiri, RK Beach, Jagadamba, Siripuram"",12.8,43 mins,Rs.20,06:00,21:00,20,0.5,No,No,""APSRTC bus 28KGS from Kailasagiri to Andhra Hospitals in Siripuram. Passes through Kailasagiri, Major Junction, Siripuram. Approx 12.8 km, 43 mins."""
"VZG02761,Gajuwaka,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,28,Express,""Gajuwaka, Dondaparthy, Seethammadhara, Siripuram"",39.7,124 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Gajuwaka to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through Gajuwaka Junction, Dondaparthy, Seethammadhara, Siripuram. Approx 39.7 km, 124 mins."""
"VZG02762,Kommadi,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,99S,Express,""Kommadi, NAD Junction, Seethammadhara, Siripuram"",28.9,91 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 99S from Kommadi to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through Kommadi, Madhurawada, NAD Junction, Siripuram. Approx 28.9 km, 91 mins."""
"VZG02763,Madhurawada,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,99S,Express,""Madhurawada, NAD Junction, Seethammadhara, Siripuram"",33.1,104 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 99S from Madhurawada to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through Madhurawada, NAD Junction, Seethammadhara, Siripuram. Approx 33.1 km, 104 mins."""
"VZG02764,PM Palem,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,99S,Express,""PM Palem, Madhurawada, Jagadamba, Siripuram"",37.5,117 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 99S from PM Palem to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through PM Palem, Major Junction, Siripuram. Approx 37.5 km, 117 mins."""
"VZG02765,MVP Colony,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,29,City Bus,""MVP Colony, Seethammadhara, Jagadamba, Siripuram"",2.2,11 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 29 from MVP Colony to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through MVP Colony, Siripuram Junction. Approx 2.2 km, 11 mins."""
"VZG02766,Siripuram,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,28S,City Bus,""Siripuram Junction, Siripuram Market"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28S from Siripuram to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through Siripuram, Major Junction, Siripuram. Approx 1.5 km, 9 mins."""
"VZG02767,Dwaraka Nagar,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,28S,City Bus,""Dwaraka Nagar, Jagadamba, Siripuram"",2.2,11 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28S from Dwaraka Nagar to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through Dwaraka Nagar, Major Junction, Siripuram. Approx 2.2 km, 11 mins."""
"VZG02768,Maddilapalem,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,28S,City Bus,""Maddilapalem, Seethammadhara, Jagadamba, Siripuram"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 28S from Maddilapalem to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through Maddilapalem, Major Junction, Siripuram. Approx 4.9 km, 19 mins."""
"VZG02769,NAD Junction,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,39S,Express,""NAD Junction, Dondaparthy, Jagadamba, Siripuram"",22.7,73 mins,Rs.30,05:30,22:00,30,0.8,No,No,""APSRTC bus 39S from NAD Junction to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through NAD Junction, Major Junction, Siripuram. Approx 22.7 km, 73 mins."""
"VZG02770,Seethammadhara,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,28S,City Bus,""Seethammadhara, Dondaparthy, Jagadamba, Siripuram"",9.1,32 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 28S from Seethammadhara to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through Seethammadhara Junction, Siripuram. Approx 9.1 km, 32 mins."""
"VZG02771,Jagadamba,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,28S,City Bus,""Jagadamba, Siripuram, Jagadamba, Siripuram"",7.0,26 mins,Rs.15,05:30,22:00,15,0.5,No,No,""APSRTC bus 28S from Jagadamba to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through Jagadamba Centre, Siripuram Junction. Approx 7.0 km, 26 mins."""
"VZG02772,Asilmetta,Asian Institute of Nephrology and Urology (AINU),Siripuram,Siripuram Bus Stop,28S,City Bus,""Asilmetta, Jagadamba, Siripuram"",7.9,28 mins,Rs.15,05:30,22:00,15,0.5,No,No,""APSRTC bus 28S from Asilmetta to Asian Institute of Nephrology and Urology (AINU) in Siripuram. Passes through Asilmetta, Major Junction, Siripuram. Approx 7.9 km, 28 mins."""
