Restaurant Name,Address,City,Category,Rating,Reviews Count,Speciality,Budget Min (INR),Budget Max (INR),Expected Budget Range
Trinadh Fast Foods,"58-13-1/2, opp. spencer's",Visakhapatnam,Fast food restaurant,4.8,4,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Tiffin Centre,"srinagar, national highway 5, gajuwaka",Visakhapatnam,Breakfast restaurant,3.8,347,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Tattva Cloud Kitchen,21-106/1,Visakhapatnam,Delivery Restaurant,5.0,3,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Mana Inti Ruchulu,16-83,Visakhapatnam,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Street Stop,"58-1-290/1, nad kotha rd",Visakhapatnam,Tiffin center,5.0,4,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Srinivasa Fast Foods,"nad flyover, opposite suraksha diagnostics",Visakhapatnam,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Siva Sairam Tiffins,"d, d, nad kotha rd",Visakhapatnam,Tiffin center,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Siva Rama Parlour,"door number. 1-416/2 marripalem main road, nad kotha rd",Visakhapatnam,Restaurant,3.5,15,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Al-Rahaman Biryani,"p6w7+hg9, mdr109",Pullambotlapalem,Biryani restaurant,4.9,9,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Lucky Restaurant,"10-130, main rd, opp. swarna jewellers",Pullambotlapalem,Biryani restaurant,3.8,197,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Lunch Box Nad Vizag,"1st floor, above jana priya shoe mart 11-223/2 araku-visakhapatnam road, main, road",Visakhapatnam,Delivery Restaurant,2.8,20,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Kriti'S Bake 'N' Basket,"shop no.1, varalakshmi residency, opp. simhachalam bus depot road",Pullambotlapalem,Food court,4.3,39,Multi-cuisine food court with quick bites & combo meals,80,300,Rs.80 - Rs.300 per person
Mumtaz Tea Shop,,Pullambotlapalem,Restaurant,4.6,8,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Sri Siddhi Vinayaka Aavirikudumulu,brts express way,Pullambotlapalem,Tiffin center,5.0,7,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Ahmed Hussain Noodels Center,araku - visakhapatnam rd,Pullambotlapalem,Fast food restaurant,5.0,5,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Faasos Nad Vizag,"1st floor, above jana priya shoe mart, 11-223/2, araku visakhapatnam road, main, road",Visakhapatnam,Fast food restaurant,4.0,23,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Sss Biryani House & Banquet Hall ( For Get To Gether-B'Day Party'S - Kitty Party'S & Etc),"10-42, arku road, main rd",Pullambotlapalem,Biryani restaurant,3.8,19,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Firangi Bake_Nad Vizag,"first floor above jana priya shoe mart 11-223/2, araku-visakhapatnam road, main rd",Visakhapatnam,Delivery Restaurant,3.5,11,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Gopalpatnam Fish Market,65-6-609,Pullambotlapalem,Fish & chips restaurant,4.0,1,"Fresh seafood: fish fry, prawn curry, crab masala & coastal Andhra delicacies",200,800,Rs.200 - Rs.800 per person
Paradise Biryani Point,p6x7+2hp,Pullambotlapalem,Chicken restaurant,5.0,3,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Ganesh Chicken Center,,Pullambotlapalem,Chicken shop,4.6,16,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Abhiruchi Curry Point,94,Pullambotlapalem,Indian restaurant,3.7,6,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Zzkitchen,rajesh nevas,Pullambotlapalem,Chinese restaurant,4.7,3,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Jessi'S Cafe,38-36-92,Visakhapatnam,Hamburger restaurant,4.6,27,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Chinna Chicken Shop,"p6rx+63x, bowdra ring rd",Visakhapatnam,Chicken restaurant,3.6,18,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Gunasri Fast Foods,,Visakhapatnam,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Broker Chicken,,Visakhapatnam,Restaurant,,0,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Jay Jagannath Food Stall,opposite hanuman temple,Visakhapatnam,Restaurant,4.9,23,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Raza'S Food World,"marripalem main rd, beside rk abhiruchi",Visakhapatnam,Family restaurant,5.0,4,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Happy Home Resturant & Curry Point,"near, baji junction",Visakhapatnam,Restaurant,4.5,8,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Cloud-O Foods,"58-29-83, bus stop ln, beside national highway 16",Visakhapatnam,Indian restaurant,5.0,1,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Second Wife Spice Hub,"q7j3+4j9, simhachalam to hanumanthavaka junction brts rd",Adavivaram,Fast food restaurant,4.9,19,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Naivedyam Alpaharam,"9-12/1, near new ghat road",Adavivaram,Tiffin center,4.1,351,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Sowmya Biryanis And Restaurant,,Adavivaram,Restaurant,3.9,11,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Sri Lalitha Catering,"11-36/14, narava rd",Pullambotlapalem,Tiffin center,5.0,17,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Tasty Temptation,1,Pullambotlapalem,Fast food restaurant,5.0,2,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Sri Vijaya Durga Caterings And Cooking,mdr109,Pullambotlapalem,Restaurant,3.7,3,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Dharani Sri Tiffen Center,"p6v7+cjv, narava rd",Pullambotlapalem,Breakfast restaurant,1.0,1,"Morning breakfast specials: tiffins, parathas & hot beverages",40,180,Rs.40 - Rs.180 per person
Sri Maridi Mamba Tiffin Centre,91/1,Pullambotlapalem,Tiffin center,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
??? ???? ???????? ???????,"p6v7+fjx, mdr109",Pullambotlapalem,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Pichekkista Fast Food Centre,number one business shop,Pullambotlapalem,Fast food restaurant,3.0,1,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
??? ?????????? ?????? ??????,"p6r7+chj, mdr109",Pullambotlapalem,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Bb'S Kitchen,7-9/5/1,Pullambotlapalem,Family restaurant,,0,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Sri Rama Cns Oil Industriry,,Pullambotlapalem,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Sri Sai Balaji Food Parlour &Best Quality Catering,shop no 2 & 3 sridevi new shopping complex,Adavivaram,Vegetarian restaurant,3.6,513,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Sweet Truth Nad Vizag,"1st floor, above jana priya shoe mart 11-223/2 araku-visakhapatnam road, main, road",Visakhapatnam,Dessert restaurant,5.0,2,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Madhu'S Kitchen,"q638+2xh, junction",Pullambotlapalem,Restaurant,4.8,4,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Venu Tiffins,narava rd,Pullambotlapalem,Tiffin center,5.0,1,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
F2(Fast Food - Fruit Juice),q629+84q bus stop back side,Pullambotlapalem,Fast food restaurant,5.0,13,"Fresh fruit juices, milkshakes & health beverages",30,150,Rs.30 - Rs.150 per person
Sree Sai Ram Parlour & Restaurant,"161/3, opp. vasudeva function hall",Vepagunta,Restaurant,4.8,63,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Teja Family Restaurant,"main road, beside oil mill",Adavivaram,Restaurant,4.3,90,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Madhura Tiffins,"q6cm+49x, sh 153",Vepagunta,Breakfast restaurant,4.4,26,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Rasapurna Tiffins And Meals,opp. bus stand,Adavivaram,Restaurant,4.1,194,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Euphoria Bento Celebrations,,"Visakhapatnam, Pullambotlapalem",Event venue,3.5,6,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Routhula Rajasthan Pulka Point,"8/317/18/19, araku - visakhapatnam rd",Pullambotlapalem,Health food restaurant,2.7,6,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Flamin Burger Restaurant,"hanuman temple, gopalapatanam guntur mess back side",Pullambotlapalem,Restaurant,3.6,7,"Burgers, wraps, sandwiches & continental fast food",80,300,Rs.80 - Rs.300 per person
Parivaar Restaurant,main rd,Pullambotlapalem,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Varaha Tasty Eats,10-177,Vepagunta,Restaurant,4.3,43,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Sri Venkateswara Curry Point,"q67g+q2h, vizianagaram - simhachalam main rd",Vepagunta,Family restaurant,5.0,1,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Swamy Tiffins,"q67f+9p5, simhachalam rd",Vepagunta,Breakfast restaurant,3.8,64,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Cafe Biryani Corner,ramalayam rd,Vepagunta,Biryani restaurant,3.5,2,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Chat Adda,"18-169, simhachalam rd",Vepagunta,Fast food restaurant,4.4,9,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Hyderabad Nawabi Biriyani,"laxmi nagar, nstl connecting road, near modakondamma temple","Visakhapatnam, Vepagunta",Fast food restaurant,1.0,1,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Swagath Tiffins,,Vepagunta,Restaurant,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Psr Chickens,,Vepagunta,Restaurant,,0,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Royal Bawarchi Family Restaurant,16-342,Vepagunta,Biryani restaurant,5.0,1,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Simhadri Hotel Gopalapatnam,8-352,Pullambotlapalem,Family restaurant,,0,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
??????? ???? ???????? ???????????,"p6x7+2xr, mdr109",Pullambotlapalem,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Taste Of Darjelling,"beside d mart, opposite behara hospital",Pullambotlapalem,Restaurant,4.0,8,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Chandra Fresh Chicken,beside high school,Pullambotlapalem,Chicken shop,4.7,23,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Thrinadhrao Bajji And Mixture,"d.no, 9-83, main rd",Pullambotlapalem,Fast food restaurant,4.3,14,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Dfc,opposite sai ram pan shop,Pullambotlapalem,Fried chicken takeaway,5.0,13,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Ram Sai Curry Point,7-86/2,Pullambotlapalem,Restaurant,5.0,2,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Madeena Mutton Center,"8-324 gopalapatnam main road, main road, near z.g. high school, near petrol bunk bus stop",Pullambotlapalem,Chicken shop,4.3,3,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Mana House Kitchen,"5th floor, sai priya heights venkatadri block e5, simhachalam rd",Pullambotlapalem,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
???? ??? ??? ??????? ??????? ???? ????,"p6w7+xr9, mdr109",Pullambotlapalem,Restaurant,5.0,2,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
J K Chickens,"gopalapatnam, 19-261/5",Pullambotlapalem,Chicken restaurant,4.3,4,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Avakai Park,"oop, bus stop, junction",Pullambotlapalem,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Qvaraha Tasty Eats A/C,r r venka,Pullambotlapalem,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Aasrit Foods,simhadri children hospital,Vepagunta,Family restaurant,3.9,7,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Ddi Venkata Ramesh,"p6w7+wrg, mdr109",Pullambotlapalem,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Raw,,Pullambotlapalem,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Amma Noodles,,Pullambotlapalem,Restaurant,5.0,1,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Tasty Biryani House,,Pullambotlapalem,Restaurant,,0,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
???? ??????? ?????? & ?????????,"p6xc+23j, ?????? ????",Pullambotlapalem,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Pandu Noodles Point,"ned rod national highway5road, near rythu bazar road",Pullambotlapalem,Noodle shop,,0,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
???? ????????,,Pullambotlapalem,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
????? ??????????,,Pullambotlapalem,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Rk ?????? ??????,"p6x7+2jc, mdr109",Pullambotlapalem,Restaurant,5.0,1,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
???? ????? ?????? ??????,"q638+7p6, rythu bazar rd",Pullambotlapalem,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Taj Biryani & Fast Food,37-10-179,Visakhapatnam,Biryani restaurant,3.4,31,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Wok Express,"railway station, narava rd, near simhachalam, behind narasimha theater",Visakhapatnam,Fast food restaurant,4.4,5,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
????????? ???? ???????? ????????,,Visakhapatnam,Restaurant,1.0,1,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Sri Laxmi Tiffins And Meals,"1, pf office rd",Visakhapatnam,Restaurant,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Best Brews,"as raja complex, waltair main rd",Visakhapatnam,Bar & grill,3.7,6,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Vizag Home Foods,"chicken & egg center, back side of sri pydithallamma, d no 10-11-32/1",Visakhapatnam,Andhra restaurant,,0,"Authentic Andhra meals, spicy curries, rice dishes & chutneys",80,300,Rs.80 - Rs.300 per person
Madhuram Dosai,"9-17-47, amar nagar land mark:, near destiny hotel",Visakhapatnam,Tiffin center,3.8,6,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Laxmanseafoods,srinivasa nam,Visakhapatnam,Seafood donburi restaurant,5.0,6,"Fresh seafood: fish fry, prawn curry, crab masala & coastal Andhra delicacies",200,800,Rs.200 - Rs.800 per person
Sri Lakshmi Srinivasa Chicken Pakodi Centre,"p7hr+4v8, railway new colony rd",Visakhapatnam,Fast food restaurant,4.6,32,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Moonlight Restaurant,,Visakhapatnam,Fast food restaurant,4.8,12,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Ffc (Fils Fries Chicken),,Visakhapatnam,Fast food restaurant,4.7,43,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Durga Chicken Pakodi Centre,"2, railway new colony rd",Visakhapatnam,Fast food restaurant,5.0,3,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Annapurna Bhojanalayam,"d, no 43-29-26, 43-29-26/1, opposite ola showroom",Visakhapatnam,Vegetarian restaurant,4.7,29,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Venkata Apparao Fruits,"pullycarts, bowdara rd",Visakhapatnam,Fast food restaurant,,0,"Fresh fruit juices, milkshakes & health beverages",30,150,Rs.30 - Rs.150 per person
